AnimalGender,Borough,LicenseIssuedDate,LicenseExpiredDate,Latitude,Longitude
M,Manhattan,11/17/2014,11/03/2019,40.727093,-73.97864
F,Staten Island,11/18/2014,11/18/2017,40.599021,-74.07503
M,Staten Island,11/18/2014,11/17/2019,40.629448,-74.16239
F,Manhattan,11/19/2014,11/19/2019,40.759511,-73.99019
M,Manhattan,11/19/2014,09/06/2016,40.750742,-73.99653
M,Manhattan,11/20/2014,10/22/2019,40.72596,-73.99834
M,Manhattan,11/20/2014,11/20/2019,40.759511,-73.99019
M,Manhattan,11/20/2014,11/20/2016,40.74618,-73.97759
M,Manhattan,11/20/2014,07/12/2016,40.720666,-74.00526
F,Staten Island,11/20/2014,11/20/2017,40.631775,-74.09432
M,Staten Island,11/20/2014,11/20/2016,40.599021,-74.07503
F,Manhattan,11/20/2014,11/20/2016,40.74618,-73.97759
F,Staten Island,11/20/2014,11/20/2016,40.599021,-74.07503
F,Manhattan,11/21/2014,11/21/2017,40.734718,-74.00532
M,Manhattan,11/21/2014,11/21/2016,40.776099,-73.98285
F,Manhattan,11/21/2014,03/04/2019,40.741012,-74.00012
F,Manhattan,11/21/2014,11/21/2016,40.786387,-73.97709
M,Manhattan,11/21/2014,11/29/2016,40.727093,-73.97864
M,Manhattan,11/21/2014,11/21/2016,40.707467,-74.0178
F,Manhattan,11/22/2014,09/27/2016,40.776099,-73.98285
F,Manhattan,11/22/2014,09/08/2019,40.791586,-73.94575
M,Manhattan,11/22/2014,11/22/2019,40.71704,-73.987
F,Manhattan,11/22/2014,11/03/2016,40.776099,-73.98285
M,Manhattan,11/22/2014,11/22/2016,40.707467,-74.0178
F,Manhattan,11/22/2014,11/22/2017,40.709677,-74.00365
M,Manhattan,11/22/2014,11/22/2019,40.798502,-73.96811
M,Manhattan,11/22/2014,11/22/2019,40.76842,-73.96045
F,Manhattan,11/22/2014,06/30/2017,40.786387,-73.97709
F,Manhattan,11/22/2014,11/22/2017,40.709677,-74.00365
M,Manhattan,11/22/2014,11/17/2016,40.750742,-73.99653
M,Manhattan,11/22/2014,11/22/2019,40.741012,-74.00012
M,Manhattan,11/22/2014,11/22/2019,40.858704,-73.92853
M,Manhattan,11/22/2014,11/22/2019,40.791586,-73.94575
F,Manhattan,11/23/2014,08/22/2016,40.739022,-73.98205
M,Manhattan,11/23/2014,02/18/2016,40.798502,-73.96811
F,Manhattan,11/24/2014,11/24/2016,40.741012,-74.00012
M,Manhattan,11/24/2014,11/24/2016,40.76842,-73.96045
F,Manhattan,11/25/2014,11/25/2016,40.750742,-73.99653
F,Staten Island,11/26/2014,11/15/2017,40.543117,-74.17628
F,Manhattan,11/26/2014,11/26/2016,40.812665,-73.95499
M,Staten Island,11/26/2014,01/19/2016,40.606337,-74.14513
M,Staten Island,11/26/2014,01/30/2016,40.543117,-74.17628
M,Manhattan,11/26/2014,11/26/2016,40.812665,-73.95499
M,Manhattan,11/26/2014,01/19/2016,40.76842,-73.96045
M,Manhattan,11/26/2014,01/27/2016,40.812665,-73.95499
F,Manhattan,11/26/2014,01/05/2016,40.781894,-73.95039
M,Staten Island,11/26/2014,11/15/2017,40.543117,-74.17628
M,Staten Island,11/26/2014,01/10/2016,40.629448,-74.16239
F,Manhattan,11/26/2014,01/30/2016,40.776099,-73.98285
F,Staten Island,11/26/2014,01/13/2016,40.606337,-74.14513
M,Staten Island,11/26/2014,01/30/2016,40.631127,-74.13715
F,Staten Island,11/27/2014,11/27/2019,40.631127,-74.13715
M,Manhattan,11/27/2014,11/27/2019,40.776099,-73.98285
F,Manhattan,11/28/2014,11/11/2016,40.706019,-74.00858
F,Manhattan,11/28/2014,12/30/2016,40.781894,-73.95039
M,Staten Island,11/29/2014,11/29/2019,40.63212,-74.11551
F,Manhattan,11/30/2014,11/30/2017,40.765714,-73.9856
F,Manhattan,11/30/2014,04/09/2017,40.786387,-73.97709
M,Manhattan,11/30/2014,11/19/2019,40.732509,-73.98935
F,Manhattan,11/30/2014,11/30/2016,40.786387,-73.97709
F,Manhattan,12/01/2014,11/12/2017,40.741012,-74.00012
F,Manhattan,12/01/2014,12/12/2016,40.848764,-73.93496
M,Manhattan,12/01/2014,11/27/2018,40.765714,-73.9856
F,Manhattan,12/01/2014,11/28/2016,40.739022,-73.98205
M,Manhattan,12/01/2014,11/14/2016,40.858704,-73.92853
F,Manhattan,12/01/2014,12/07/2019,40.858704,-73.92853
M,Manhattan,12/02/2014,11/13/2016,40.786387,-73.97709
M,Manhattan,12/02/2014,12/02/2018,40.759015,-73.96732
M,Manhattan,12/03/2014,01/30/2016,40.750742,-73.99653
M,Manhattan,12/03/2014,01/22/2019,40.71704,-73.987
M,Manhattan,12/03/2014,10/29/2017,40.76842,-73.96045
M,Manhattan,12/03/2014,12/03/2019,40.776777,-73.9541
F,Manhattan,12/04/2014,11/23/2017,40.786387,-73.97709
M,Manhattan,12/05/2014,11/24/2019,40.812665,-73.95499
F,Manhattan,12/05/2014,12/13/2019,40.798502,-73.96811
F,Manhattan,12/05/2014,12/05/2017,40.776099,-73.98285
F,Staten Island,12/06/2014,12/17/2019,40.543117,-74.17628
M,Manhattan,12/07/2014,12/25/2016,40.802853,-73.95471
F,Manhattan,12/07/2014,12/20/2016,40.802853,-73.95471
F,Manhattan,12/07/2014,09/12/2018,40.734718,-74.00532
M,Staten Island,12/07/2014,12/07/2019,40.543117,-74.17628
F,Manhattan,12/07/2014,11/10/2019,40.734718,-74.00532
F,Manhattan,12/08/2014,12/08/2019,40.765714,-73.9856
F,Manhattan,12/09/2014,01/07/2016,40.732509,-73.98935
M,Manhattan,12/09/2014,12/12/2019,40.732509,-73.98935
F,Manhattan,12/09/2014,01/07/2016,40.732509,-73.98935
F,Manhattan,12/10/2014,12/10/2017,40.71704,-73.987
M,Manhattan,12/10/2014,12/10/2016,40.786387,-73.97709
M,Manhattan,12/10/2014,12/27/2019,40.739022,-73.98205
F,Manhattan,12/10/2014,12/12/2017,40.739022,-73.98205
M,Manhattan,12/10/2014,12/10/2019,40.741012,-74.00012
M,Staten Island,12/10/2014,12/07/2019,40.631127,-74.13715
M,Manhattan,12/10/2014,12/08/2016,40.741012,-74.00012
M,Manhattan,12/10/2014,12/03/2016,40.765714,-73.9856
M,Bronx,12/10/2014,12/15/2016,40.805968,-73.91628
F,Manhattan,12/10/2014,12/03/2019,40.776099,-73.98285
M,Manhattan,12/11/2014,12/11/2019,40.727093,-73.97864
F,Manhattan,12/11/2014,12/02/2016,40.826201,-73.94879
F,Manhattan,12/11/2014,09/12/2016,40.706019,-74.00858
F,Manhattan,12/11/2014,01/07/2016,40.727093,-73.97864
M,Manhattan,12/11/2014,03/14/2016,40.706019,-74.00858
F,Manhattan,12/11/2014,12/02/2016,40.826201,-73.94879
M,Manhattan,12/11/2014,12/11/2016,40.74618,-73.97759
M,Manhattan,12/11/2014,12/19/2019,40.776099,-73.98285
M,Manhattan,12/11/2014,12/16/2019,40.74618,-73.97759
M,Manhattan,12/11/2014,05/20/2016,40.765714,-73.9856
F,Manhattan,12/11/2014,12/11/2019,40.727093,-73.97864
F,Manhattan,12/12/2014,01/05/2016,40.765714,-73.9856
M,Manhattan,12/12/2014,01/30/2016,40.786387,-73.97709
F,Manhattan,12/12/2014,01/08/2016,40.786387,-73.97709
M,Manhattan,12/12/2014,01/30/2016,40.759015,-73.96732
F,Manhattan,12/12/2014,12/17/2017,40.791586,-73.94575
M,Manhattan,12/12/2014,01/30/2016,40.76842,-73.96045
F,Manhattan,12/12/2014,01/05/2016,40.765714,-73.9856
M,Manhattan,12/12/2014,12/09/2016,40.734718,-74.00532
F,Manhattan,12/12/2014,01/30/2016,40.776777,-73.9541
M,Manhattan,12/12/2014,12/12/2019,40.798502,-73.96811
M,Manhattan,12/12/2014,01/23/2020,40.74618,-73.97759
M,Manhattan,12/12/2014,01/08/2016,40.786387,-73.97709
F,Manhattan,12/12/2014,01/13/2016,40.72596,-73.99834
M,Manhattan,12/12/2014,01/27/2016,40.732509,-73.98935
M,Manhattan,12/12/2014,01/03/2016,40.734718,-74.00532
M,Manhattan,12/12/2014,12/12/2016,40.76842,-73.96045
F,Staten Island,12/12/2014,01/30/2016,40.606337,-74.14513
M,Staten Island,12/12/2014,11/25/2019,40.63212,-74.11551
F,Manhattan,12/12/2014,01/13/2016,40.759015,-73.96732
F,Bronx,12/12/2014,12/12/2019,40.838745,-73.92234
F,Manhattan,12/12/2014,01/17/2020,40.798502,-73.96811
M,Staten Island,12/12/2014,01/30/2016,40.606337,-74.14513
F,Manhattan,12/12/2014,01/07/2020,40.739022,-73.98205
F,Manhattan,12/12/2014,01/18/2016,40.720666,-74.00526
M,Manhattan,12/13/2014,01/30/2016,40.720666,-74.00526
M,Manhattan,12/13/2014,12/03/2016,40.714754,-74.00721
F,Manhattan,12/13/2014,01/11/2016,40.750742,-73.99653
F,Manhattan,12/13/2014,01/27/2016,40.727093,-73.97864
F,Manhattan,12/13/2014,12/13/2019,40.727093,-73.97864
F,Staten Island,12/13/2014,12/13/2019,40.631775,-74.09432
M,Manhattan,12/13/2014,01/27/2016,40.72596,-73.99834
M,Manhattan,12/13/2014,01/30/2017,40.776099,-73.98285
F,Manhattan,12/13/2014,01/04/2016,40.826201,-73.94879
M,Manhattan,12/13/2014,01/12/2016,40.798502,-73.96811
M,Manhattan,12/13/2014,01/23/2016,40.741012,-74.00012
F,Manhattan,12/13/2014,06/13/2019,40.776099,-73.98285
M,Manhattan,12/13/2014,01/30/2016,40.776099,-73.98285
F,Manhattan,12/13/2014,01/30/2016,40.781894,-73.95039
F,Manhattan,12/13/2014,12/13/2017,40.734718,-74.00532
F,Manhattan,12/13/2014,01/21/2016,40.786387,-73.97709
F,Manhattan,12/13/2014,05/20/2017,40.727093,-73.97864
M,Manhattan,12/13/2014,01/03/2016,40.786387,-73.97709
F,Manhattan,12/13/2014,12/05/2016,40.802853,-73.95471
M,Manhattan,12/13/2014,12/13/2019,40.812665,-73.95499
F,Manhattan,12/13/2014,01/10/2017,40.741012,-74.00012
M,Manhattan,12/13/2014,01/23/2016,40.74618,-73.97759
F,Manhattan,12/13/2014,09/18/2017,40.727093,-73.97864
M,Manhattan,12/13/2014,01/28/2016,40.765714,-73.9856
F,Manhattan,12/13/2014,01/13/2016,40.867653,-73.92
M,Manhattan,12/13/2014,01/08/2016,40.781894,-73.95039
M,Manhattan,12/13/2014,12/30/2017,40.781894,-73.95039
M,Manhattan,12/13/2014,01/15/2016,40.762174,-73.94917
F,Manhattan,12/13/2014,01/30/2016,40.826181,-73.9371
F,Manhattan,12/13/2014,12/13/2016,40.786387,-73.97709
M,Manhattan,12/13/2014,01/06/2017,40.74618,-73.97759
F,Manhattan,12/13/2014,12/03/2016,40.714754,-74.00721
M,Manhattan,12/13/2014,02/22/2016,40.734718,-74.00532
M,Manhattan,12/14/2014,12/14/2019,40.858704,-73.92853
M,Manhattan,12/14/2014,01/18/2016,40.741012,-74.00012
M,Manhattan,12/14/2014,01/19/2020,40.802853,-73.95471
F,Manhattan,12/14/2014,01/15/2016,40.759511,-73.99019
F,Manhattan,12/14/2014,12/14/2019,40.759511,-73.99019
F,Manhattan,12/14/2014,01/06/2016,40.798502,-73.96811
F,Manhattan,12/14/2014,01/17/2016,40.798502,-73.96811
M,Manhattan,12/14/2014,01/10/2018,40.776099,-73.98285
M,Manhattan,12/14/2014,12/14/2019,40.76842,-73.96045
F,Manhattan,12/14/2014,01/28/2020,40.781894,-73.95039
M,Manhattan,12/14/2014,12/14/2016,40.741012,-74.00012
M,Manhattan,12/14/2014,01/07/2016,40.707467,-74.0178
F,Manhattan,12/14/2014,01/15/2018,40.732509,-73.98935
F,Manhattan,12/14/2014,01/22/2016,40.72596,-73.99834
F,Manhattan,12/14/2014,01/15/2016,40.759511,-73.99019
M,Manhattan,12/14/2014,01/06/2016,40.71704,-73.987
M,Manhattan,12/14/2014,12/14/2019,40.739022,-73.98205
M,Manhattan,12/14/2014,12/14/2016,40.867653,-73.92
M,Staten Island,12/14/2014,12/14/2019,40.543117,-74.17628
M,Manhattan,12/14/2014,11/25/2019,40.727093,-73.97864
M,Manhattan,12/14/2014,01/23/2016,40.786387,-73.97709
M,Manhattan,12/14/2014,01/07/2018,40.776777,-73.9541
F,Manhattan,12/14/2014,01/05/2016,40.798502,-73.96811
F,Manhattan,12/14/2014,01/28/2016,40.798502,-73.96811
M,Manhattan,12/14/2014,01/02/2016,40.781894,-73.95039
M,Manhattan,12/14/2014,12/14/2019,40.714754,-74.00721
F,Manhattan,12/14/2014,02/16/2018,40.776099,-73.98285
F,Manhattan,12/14/2014,01/15/2016,40.781894,-73.95039
F,Manhattan,12/14/2014,12/13/2019,40.802853,-73.95471
M,Manhattan,12/14/2014,01/14/2016,40.786387,-73.97709
M,Manhattan,12/14/2014,12/02/2016,40.762174,-73.94917
M,Manhattan,12/15/2014,01/16/2016,40.812665,-73.95499
F,Manhattan,12/15/2014,12/30/2017,40.759015,-73.96732
M,Manhattan,12/15/2014,01/14/2016,40.826181,-73.9371
F,Manhattan,12/15/2014,01/30/2016,40.76842,-73.96045
F,Manhattan,12/15/2014,03/07/2016,40.741012,-74.00012
F,Manhattan,12/15/2014,01/13/2016,40.74618,-73.97759
F,Manhattan,12/15/2014,01/28/2016,40.786387,-73.97709
F,Manhattan,12/15/2014,01/22/2016,40.786387,-73.97709
M,Manhattan,12/15/2014,01/30/2016,40.776777,-73.9541
F,Manhattan,12/15/2014,09/05/2017,40.727093,-73.97864
M,Manhattan,12/15/2014,01/20/2016,40.734718,-74.00532
F,Manhattan,12/15/2014,07/01/2017,40.786387,-73.97709
M,Manhattan,12/15/2014,01/21/2016,40.776099,-73.98285
F,Manhattan,12/15/2014,12/16/2017,40.780751,-73.977182
F,Manhattan,12/15/2014,01/17/2016,40.74618,-73.97759
F,Manhattan,12/15/2014,01/21/2017,40.720666,-74.00526
F,Manhattan,12/15/2014,01/14/2016,40.759511,-73.99019
M,Manhattan,12/15/2014,01/30/2016,40.759511,-73.99019
M,Manhattan,12/15/2014,01/18/2018,40.826181,-73.9371
M,Manhattan,12/15/2014,01/22/2020,40.727093,-73.97864
M,Manhattan,12/15/2014,01/10/2016,40.776777,-73.9541
F,Manhattan,12/15/2014,01/27/2018,40.776099,-73.98285
F,Manhattan,12/15/2014,12/15/2016,40.714754,-74.00721
F,Staten Island,12/15/2014,01/28/2016,40.631775,-74.09432
M,Staten Island,12/15/2014,01/10/2016,40.629448,-74.16239
M,Manhattan,12/15/2014,01/05/2016,40.786387,-73.97709
M,Manhattan,12/15/2014,01/04/2016,40.776777,-73.9541
M,Manhattan,12/15/2014,12/30/2016,40.720666,-74.00526
F,Manhattan,12/15/2014,01/30/2016,40.798502,-73.96811
F,Manhattan,12/15/2014,01/30/2018,40.786387,-73.97709
M,Manhattan,12/16/2014,02/11/2016,40.759015,-73.96732
M,Manhattan,12/16/2014,02/09/2016,40.798502,-73.96811
M,Staten Island,12/16/2014,02/10/2016,40.569394,-74.11785
M,Staten Island,12/16/2014,02/11/2016,40.606337,-74.14513
F,Manhattan,12/16/2014,12/16/2016,40.734718,-74.00532
F,Manhattan,12/16/2014,02/13/2016,40.786387,-73.97709
M,Manhattan,12/16/2014,01/30/2017,40.76842,-73.96045
M,Bronx,12/16/2014,01/20/2017,40.819729,-73.9223
M,Manhattan,12/16/2014,02/15/2016,40.776099,-73.98285
M,Staten Island,12/16/2014,02/04/2016,40.551353,-74.15098
M,Manhattan,12/16/2014,01/24/2017,40.786387,-73.97709
F,Manhattan,12/16/2014,02/07/2016,40.776777,-73.9541
M,Manhattan,12/16/2014,02/07/2016,40.786387,-73.97709
F,Manhattan,12/16/2014,02/13/2016,40.781894,-73.95039
F,Manhattan,12/16/2014,01/18/2016,40.786387,-73.97709
M,Manhattan,12/16/2014,01/19/2016,40.709677,-74.00365
M,Manhattan,12/16/2014,02/12/2016,40.781894,-73.95039
F,Manhattan,12/16/2014,02/09/2016,40.727093,-73.97864
M,Staten Island,12/16/2014,02/09/2016,40.508274,-74.24387
M,Bronx,12/16/2014,01/16/2016,40.853017,-73.91214
F,Staten Island,12/16/2014,02/06/2016,40.606337,-74.14513
M,Manhattan,12/16/2014,01/06/2018,40.776777,-73.9541
M,Manhattan,12/16/2014,01/14/2016,40.798502,-73.96811
F,Manhattan,12/16/2014,01/12/2016,40.812665,-73.95499
F,Manhattan,12/16/2014,02/08/2016,40.71704,-73.987
M,Staten Island,12/16/2014,12/30/2016,40.543117,-74.17628
M,Manhattan,12/16/2014,12/29/2019,40.786387,-73.97709
M,Staten Island,12/16/2014,01/30/2016,40.629448,-74.16239
F,Manhattan,12/17/2014,01/02/2016,40.759015,-73.96732
F,Manhattan,12/17/2014,12/17/2016,40.732509,-73.98935
M,Manhattan,12/17/2014,01/27/2016,40.798502,-73.96811
M,Manhattan,12/17/2014,12/30/2019,40.812665,-73.95499
M,Manhattan,12/17/2014,01/23/2016,40.776099,-73.98285
F,Manhattan,12/17/2014,12/30/2017,40.848764,-73.93496
F,Manhattan,12/17/2014,01/07/2016,40.759015,-73.96732
M,Manhattan,12/17/2014,01/23/2016,40.727093,-73.97864
F,Manhattan,12/17/2014,01/28/2016,40.709677,-74.00365
F,Manhattan,12/17/2014,01/03/2016,40.798502,-73.96811
F,Staten Island,12/17/2014,01/24/2016,40.631127,-74.13715
M,Manhattan,12/17/2014,01/28/2016,40.709677,-74.00365
M,Manhattan,12/17/2014,12/02/2016,40.776099,-73.98285
F,Manhattan,12/18/2014,12/18/2016,40.76842,-73.96045
M,Manhattan,12/18/2014,12/18/2019,40.71704,-73.987
M,Manhattan,12/18/2014,01/21/2020,40.798502,-73.96811
M,Manhattan,12/18/2014,01/24/2016,40.786387,-73.97709
M,Manhattan,12/18/2014,01/09/2017,40.765714,-73.9856
M,Staten Island,12/18/2014,12/18/2016,40.631127,-74.13715
F,Manhattan,12/18/2014,11/29/2016,40.798502,-73.96811
M,Manhattan,12/18/2014,01/07/2016,40.720666,-74.00526
F,Manhattan,12/18/2014,11/19/2019,40.781894,-73.95039
M,Manhattan,12/18/2014,01/28/2016,40.765714,-73.9856
F,Manhattan,12/18/2014,01/23/2016,40.765714,-73.9856
M,Manhattan,12/18/2014,12/18/2016,40.759511,-73.99019
M,Manhattan,12/18/2014,12/01/2019,40.72596,-73.99834
F,Manhattan,12/19/2014,12/28/2016,40.717179,-74.01433
M,Staten Island,12/19/2014,01/30/2016,40.599021,-74.07503
F,Manhattan,12/19/2014,01/30/2016,40.781894,-73.95039
M,Manhattan,12/19/2014,01/01/2016,40.776099,-73.98285
F,Manhattan,12/19/2014,12/19/2019,40.727093,-73.97864
F,Manhattan,12/19/2014,01/27/2020,40.802395,-73.93359
F,Staten Island,12/19/2014,01/28/2016,40.508274,-74.24387
M,Manhattan,12/19/2014,01/27/2016,40.714754,-74.00721
M,Manhattan,12/19/2014,01/19/2016,40.765714,-73.9856
M,Manhattan,12/19/2014,01/06/2016,40.786387,-73.97709
M,Manhattan,12/19/2014,01/23/2016,40.802395,-73.93359
F,Manhattan,12/19/2014,01/30/2018,40.776099,-73.98285
M,Manhattan,12/19/2014,01/18/2016,40.776099,-73.98285
F,Manhattan,12/19/2014,01/12/2016,40.741012,-74.00012
F,Staten Island,12/19/2014,01/17/2016,40.529749,-74.21304
M,Manhattan,12/20/2014,01/07/2016,40.776099,-73.98285
M,Manhattan,12/20/2014,01/09/2016,40.848764,-73.93496
M,Manhattan,12/20/2014,12/31/2016,40.798502,-73.96811
M,Manhattan,12/20/2014,11/14/2017,40.727093,-73.97864
M,Manhattan,12/20/2014,01/10/2016,40.734718,-74.00532
M,Manhattan,12/21/2014,01/15/2020,40.791586,-73.94575
F,Manhattan,12/21/2014,01/28/2016,40.776099,-73.98285
F,Manhattan,12/21/2014,12/21/2019,40.802853,-73.95471
F,Manhattan,12/21/2014,01/10/2016,40.776099,-73.98285
M,Manhattan,12/21/2014,12/21/2019,40.707467,-74.0178
M,Manhattan,12/21/2014,12/21/2016,40.798502,-73.96811
F,Manhattan,12/21/2014,12/21/2017,40.848764,-73.93496
F,Manhattan,12/21/2014,01/14/2017,40.765714,-73.9856
M,Manhattan,12/21/2014,01/24/2016,40.734718,-74.00532
F,Manhattan,12/21/2014,12/21/2016,40.734718,-74.00532
M,Manhattan,12/21/2014,12/21/2019,40.72596,-73.99834
F,Manhattan,12/22/2014,01/30/2016,40.848764,-73.93496
F,Manhattan,12/22/2014,12/30/2016,40.741012,-74.00012
F,Staten Island,12/22/2014,12/02/2017,40.599021,-74.07503
M,Staten Island,12/22/2014,12/12/2019,40.551353,-74.15098
F,Manhattan,12/22/2014,01/28/2018,40.781894,-73.95039
M,Staten Island,12/22/2014,01/22/2016,40.606337,-74.14513
F,Manhattan,12/22/2014,01/30/2016,40.776099,-73.98285
M,Manhattan,12/22/2014,01/30/2016,40.732509,-73.98935
M,Manhattan,12/22/2014,01/24/2016,40.798502,-73.96811
M,Manhattan,12/22/2014,12/22/2016,40.727093,-73.97864
M,Manhattan,12/22/2014,12/22/2017,40.727093,-73.97864
M,Manhattan,12/22/2014,12/04/2018,40.802395,-73.93359
F,Staten Island,12/22/2014,01/13/2016,40.631127,-74.13715
M,Staten Island,12/22/2014,01/30/2016,40.60787,-74.08991
M,Manhattan,12/22/2014,01/07/2016,40.786387,-73.97709
M,Staten Island,12/23/2014,01/30/2016,40.63212,-74.11551
M,Staten Island,12/23/2014,01/30/2016,40.529749,-74.21304
M,Manhattan,12/23/2014,12/23/2017,40.739022,-73.98205
M,Manhattan,12/23/2014,01/28/2016,40.798502,-73.96811
M,Manhattan,12/23/2014,01/22/2016,40.76842,-73.96045
M,Manhattan,12/23/2014,01/21/2016,40.709677,-74.00365
F,Manhattan,12/23/2014,01/13/2016,40.791586,-73.94575
M,Manhattan,12/23/2014,01/09/2016,40.840686,-73.94154
F,Staten Island,12/23/2014,01/27/2016,40.599021,-74.07503
M,Manhattan,12/23/2014,01/30/2016,40.786387,-73.97709
F,Manhattan,12/23/2014,01/02/2016,40.848764,-73.93496
M,Staten Island,12/23/2014,01/30/2016,40.569394,-74.11785
M,Manhattan,12/23/2014,01/17/2016,40.776099,-73.98285
F,Manhattan,12/23/2014,01/30/2016,40.709677,-74.00365
M,Manhattan,12/23/2014,01/21/2016,40.755101,-73.99337
M,Manhattan,12/23/2014,01/06/2016,40.76842,-73.96045
F,Manhattan,12/23/2014,01/12/2016,40.776099,-73.98285
F,Manhattan,12/23/2014,01/17/2016,40.727093,-73.97864
M,Manhattan,12/23/2014,01/26/2016,40.776777,-73.9541
F,Staten Island,12/23/2014,01/29/2016,40.60787,-74.08991
F,Staten Island,12/23/2014,01/03/2016,40.543117,-74.17628
F,Manhattan,12/23/2014,12/12/2016,40.76842,-73.96045
F,Manhattan,12/23/2014,01/14/2016,40.776099,-73.98285
F,Staten Island,12/23/2014,01/30/2016,40.631127,-74.13715
M,Manhattan,12/23/2014,01/02/2016,40.776099,-73.98285
F,Manhattan,12/23/2014,01/11/2016,40.759015,-73.96732
M,Manhattan,12/23/2014,01/29/2016,40.741012,-74.00012
M,Manhattan,12/24/2014,01/07/2016,40.74618,-73.97759
F,Manhattan,12/24/2014,01/23/2016,40.732509,-73.98935
M,Manhattan,12/24/2014,12/24/2019,40.727093,-73.97864
M,Manhattan,12/24/2014,12/24/2017,40.74618,-73.97759
F,Manhattan,12/24/2014,01/27/2016,40.776099,-73.98285
F,Staten Island,12/25/2014,03/09/2016,40.629448,-74.16239
M,Manhattan,12/26/2014,01/13/2016,40.848764,-73.93496
M,Staten Island,12/26/2014,01/22/2016,40.551353,-74.15098
M,Manhattan,12/26/2014,01/05/2016,40.776099,-73.98285
M,Manhattan,12/26/2014,01/26/2016,40.71704,-73.987
F,Manhattan,12/26/2014,01/15/2016,40.759511,-73.99019
M,Manhattan,12/26/2014,12/26/2017,40.739022,-73.98205
F,Staten Island,12/26/2014,01/30/2016,40.543117,-74.17628
F,Manhattan,12/26/2014,01/30/2016,40.776777,-73.9541
F,Manhattan,12/26/2014,01/21/2016,40.734718,-74.00532
F,Staten Island,12/26/2014,01/16/2016,40.606337,-74.14513
M,Manhattan,12/26/2014,01/21/2016,40.798502,-73.96811
F,Manhattan,12/26/2014,01/13/2016,40.765714,-73.9856
M,Staten Island,12/26/2014,01/30/2016,40.60787,-74.08991
M,Manhattan,12/26/2014,01/13/2016,40.781894,-73.95039
F,Staten Island,12/26/2014,01/26/2016,40.543117,-74.17628
M,Manhattan,12/26/2014,01/30/2016,40.786387,-73.97709
F,Manhattan,12/26/2014,01/20/2016,40.786387,-73.97709
F,Manhattan,12/26/2014,01/21/2016,40.720666,-74.00526
F,Staten Island,12/26/2014,01/23/2016,40.606337,-74.14513
M,Manhattan,12/26/2014,01/30/2016,40.781894,-73.95039
M,Manhattan,12/26/2014,01/30/2016,40.727093,-73.97864
F,Staten Island,12/26/2014,01/25/2016,40.529749,-74.21304
F,Staten Island,12/26/2014,01/30/2016,40.569394,-74.11785
F,Staten Island,12/26/2014,01/30/2016,40.599021,-74.07503
M,Manhattan,12/26/2014,01/10/2016,40.709677,-74.00365
F,Manhattan,12/26/2014,01/28/2016,40.71704,-73.987
F,Staten Island,12/26/2014,01/30/2016,40.543117,-74.17628
M,Manhattan,12/26/2014,01/17/2016,40.74618,-73.97759
F,Manhattan,12/26/2014,01/22/2016,40.858704,-73.92853
M,Manhattan,12/26/2014,01/30/2016,40.76842,-73.96045
F,Staten Island,12/26/2014,01/11/2016,40.63212,-74.11551
F,Manhattan,12/26/2014,01/27/2016,40.706019,-74.00858
F,Staten Island,12/26/2014,01/03/2016,40.60787,-74.08991
F,Manhattan,12/26/2014,01/09/2016,40.755101,-73.99337
M,Manhattan,12/26/2014,01/17/2016,40.720666,-74.00526
M,Manhattan,12/26/2014,01/30/2016,40.741012,-74.00012
M,Manhattan,12/26/2014,01/11/2016,40.709677,-74.00365
F,Staten Island,12/26/2014,01/30/2016,40.606337,-74.14513
F,Manhattan,12/26/2014,01/11/2016,40.791586,-73.94575
M,Manhattan,12/27/2014,01/08/2016,40.755101,-73.99337
M,Manhattan,12/27/2014,01/24/2016,40.741012,-74.00012
M,Staten Island,12/27/2014,01/23/2016,40.631127,-74.13715
F,Manhattan,12/27/2014,12/27/2018,40.741012,-74.00012
F,Manhattan,12/28/2014,01/27/2016,40.717179,-74.01433
M,Manhattan,12/28/2014,01/21/2016,40.765714,-73.9856
M,Staten Island,12/28/2014,01/06/2016,40.551353,-74.15098
F,Manhattan,12/29/2014,01/12/2016,40.776099,-73.98285
F,Manhattan,12/29/2014,02/22/2016,40.72596,-73.99834
M,Manhattan,12/29/2014,12/29/2019,40.732509,-73.98935
F,Staten Island,12/29/2014,02/16/2016,40.60787,-74.08991
F,Manhattan,12/29/2014,01/30/2016,40.781894,-73.95039
M,Staten Island,12/29/2014,01/20/2016,40.569394,-74.11785
F,Manhattan,12/29/2014,01/15/2016,40.813385,-73.93616
M,Manhattan,12/29/2014,02/23/2016,40.741012,-74.00012
F,Manhattan,12/29/2014,01/29/2016,40.798502,-73.96811
M,Manhattan,12/29/2014,01/28/2016,40.776099,-73.98285
