AnimalGender,Borough,LicenseIssuedDate,LicenseExpiredDate,Latitude,Longitude
F,Manhattan,05/18/2016,06/18/2017,40.72596,-73.99834
M,Staten Island,05/18/2016,05/18/2017,40.551353,-74.15098
M,Manhattan,05/18/2016,07/13/2017,40.781894,-73.95039
F,Manhattan,05/18/2016,05/18/2017,40.759511,-73.99019
M,Manhattan,05/18/2016,06/19/2017,40.781894,-73.95039
M,Manhattan,05/18/2016,06/02/2017,40.858704,-73.92853
F,Manhattan,05/18/2016,03/23/2017,40.759511,-73.99019
M,Manhattan,05/18/2016,03/26/2017,40.826181,-73.9371
M,Manhattan,05/18/2016,07/06/2017,40.741012,-74.00012
M,Manhattan,05/18/2016,03/29/2017,40.76842,-73.96045
F,Manhattan,05/18/2016,04/29/2017,40.867653,-73.92
M,Manhattan,05/18/2016,06/29/2017,40.786387,-73.97709
F,Manhattan,05/18/2016,05/28/2017,40.765714,-73.9856
F,Manhattan,05/18/2016,06/29/2017,40.776777,-73.9541
M,Manhattan,05/18/2016,07/01/2017,40.727093,-73.97864
M,Manhattan,05/18/2016,06/29/2017,40.734718,-74.00532
M,Manhattan,05/18/2016,03/26/2017,40.741012,-74.00012
F,Staten Island,05/18/2016,06/07/2017,40.543117,-74.17628
F,Manhattan,05/18/2016,05/15/2017,40.775477,-73.9905
M,Manhattan,05/18/2016,04/01/2017,40.840686,-73.94154
M,Manhattan,05/18/2016,03/29/2017,40.786387,-73.97709
F,Manhattan,05/18/2016,03/29/2017,40.826181,-73.9371
M,Manhattan,05/18/2016,05/18/2017,40.818151,-73.94351
M,Manhattan,05/18/2016,07/01/2017,40.776777,-73.9541
M,Manhattan,05/18/2016,03/29/2017,40.781894,-73.95039
M,Manhattan,05/18/2016,04/24/2017,40.781894,-73.95039
M,Manhattan,05/18/2016,05/18/2017,40.709677,-74.00365
F,Staten Island,05/18/2016,07/18/2017,40.631127,-74.13715
F,Manhattan,05/18/2016,04/28/2017,40.739022,-73.98205
F,Staten Island,05/18/2016,06/29/2017,40.569394,-74.11785
M,Manhattan,05/18/2016,05/30/2017,40.812665,-73.95499
F,Manhattan,05/18/2016,05/31/2017,40.798502,-73.96811
F,Staten Island,05/18/2016,07/06/2017,40.606337,-74.14513
F,Manhattan,05/18/2016,03/29/2017,40.848764,-73.93496
M,Manhattan,05/18/2016,04/30/2018,40.802853,-73.95471
M,Staten Island,05/18/2016,06/04/2017,40.631775,-74.09432
M,Manhattan,05/18/2016,05/13/2017,40.776777,-73.9541
F,Manhattan,05/18/2016,05/18/2018,40.741012,-74.00012
M,Staten Island,05/18/2016,06/14/2017,40.599021,-74.07503
F,Manhattan,05/18/2016,06/29/2017,40.776099,-73.98285
M,Manhattan,05/18/2016,05/18/2018,40.741012,-74.00012
F,Staten Island,05/18/2016,05/18/2017,40.543117,-74.17628
M,Manhattan,05/18/2016,05/18/2017,40.741012,-74.00012
F,Staten Island,05/18/2016,04/30/2017,40.569394,-74.11785
M,Staten Island,05/18/2016,06/08/2017,40.569394,-74.11785
M,Manhattan,05/18/2016,06/20/2017,40.732509,-73.98935
F,Staten Island,05/18/2016,06/18/2017,40.60787,-74.08991
F,Staten Island,05/18/2016,05/06/2017,40.529749,-74.21304
M,Manhattan,05/18/2016,04/25/2017,40.759015,-73.96732
M,Manhattan,05/18/2016,06/30/2017,40.720666,-74.00526
F,Manhattan,05/18/2016,04/24/2017,40.786387,-73.97709
F,Manhattan,05/18/2016,07/13/2017,40.741012,-74.00012
M,Manhattan,05/18/2016,06/20/2017,40.776099,-73.98285
M,Manhattan,05/18/2016,07/25/2020,40.727093,-73.97864
M,Manhattan,05/18/2016,05/18/2017,40.755101,-73.99337
F,Manhattan,05/18/2016,05/18/2019,40.741012,-74.00012
F,Manhattan,05/18/2016,03/30/2017,40.76842,-73.96045
F,Manhattan,05/18/2016,03/25/2017,40.72596,-73.99834
F,Manhattan,05/18/2016,05/18/2018,40.791586,-73.94575
M,Manhattan,05/18/2016,05/18/2017,40.791586,-73.94575
F,Staten Island,05/18/2016,05/18/2017,40.631775,-74.09432
F,Manhattan,05/18/2016,07/15/2021,40.826181,-73.9371
F,Manhattan,05/18/2016,07/02/2018,40.776099,-73.98285
M,Manhattan,05/18/2016,06/05/2017,40.786387,-73.97709
M,Manhattan,05/18/2016,07/13/2017,40.781894,-73.95039
M,Manhattan,05/18/2016,05/18/2017,40.727093,-73.97864
M,Manhattan,05/18/2016,04/28/2017,40.741012,-74.00012
M,Manhattan,05/18/2016,06/26/2017,40.791586,-73.94575
F,Manhattan,05/18/2016,05/18/2017,40.867653,-73.92
M,Staten Island,05/18/2016,06/29/2017,40.63212,-74.11551
F,Staten Island,05/18/2016,05/18/2017,40.569394,-74.11785
M,Manhattan,05/18/2016,05/18/2017,40.717179,-74.01433
M,Manhattan,05/18/2016,06/18/2017,40.71704,-73.987
M,Staten Island,05/18/2016,05/18/2017,40.551353,-74.15098
M,Manhattan,05/18/2016,05/18/2017,40.781894,-73.95039
M,Manhattan,05/18/2016,03/29/2017,40.72596,-73.99834
F,Manhattan,05/18/2016,03/25/2017,40.776099,-73.98285
M,Manhattan,05/18/2016,05/18/2018,40.739022,-73.98205
M,Manhattan,05/18/2016,10/23/2018,40.781894,-73.95039
M,Manhattan,05/18/2016,04/16/2017,40.71704,-73.987
M,Staten Island,05/18/2016,06/02/2017,40.599021,-74.07503
M,Manhattan,05/18/2016,06/30/2017,40.727093,-73.97864
F,Manhattan,05/18/2016,04/03/2017,40.741012,-74.00012
F,Manhattan,05/19/2016,05/19/2017,40.750742,-73.99653
M,Manhattan,05/19/2016,07/16/2017,40.759015,-73.96732
F,Manhattan,05/19/2016,05/19/2017,40.759511,-73.99019
F,Staten Island,05/19/2016,06/29/2017,40.543117,-74.17628
M,Staten Island,05/19/2016,04/02/2017,40.60787,-74.08991
M,Staten Island,05/19/2016,06/14/2017,40.606337,-74.14513
M,Manhattan,05/19/2016,07/07/2017,40.802853,-73.95471
M,Manhattan,05/19/2016,06/11/2017,40.798502,-73.96811
F,Manhattan,05/19/2016,06/03/2017,40.776099,-73.98285
M,Staten Island,05/19/2016,05/19/2017,40.60787,-74.08991
M,Manhattan,05/19/2016,06/08/2017,40.776099,-73.98285
M,Manhattan,05/19/2016,05/19/2017,40.759511,-73.99019
M,Manhattan,05/19/2016,03/25/2017,40.786387,-73.97709
M,Staten Island,05/19/2016,06/14/2017,40.569394,-74.11785
F,Manhattan,05/19/2016,06/18/2017,40.798502,-73.96811
M,Manhattan,05/19/2016,05/19/2017,40.813385,-73.93616
F,Bronx,05/19/2016,02/18/2017,40.853017,-73.91214
M,Staten Island,05/19/2016,05/19/2017,40.543117,-74.17628
M,Staten Island,05/19/2016,06/11/2017,40.606337,-74.14513
M,Staten Island,05/19/2016,03/29/2017,40.569394,-74.11785
F,Manhattan,05/19/2016,05/19/2017,40.765714,-73.9856
M,Manhattan,05/19/2016,05/19/2017,40.765714,-73.9856
F,Manhattan,05/19/2016,05/19/2018,40.739022,-73.98205
M,Manhattan,05/19/2016,05/30/2017,40.739022,-73.98205
M,Staten Island,05/19/2016,06/10/2017,40.543117,-74.17628
M,Staten Island,05/19/2016,03/23/2017,40.543117,-74.17628
M,Manhattan,05/19/2016,06/12/2017,40.786387,-73.97709
M,Bronx,05/19/2016,03/26/2017,40.805968,-73.91628
M,Staten Island,05/19/2016,05/19/2017,40.529749,-74.21304
F,Bronx,05/19/2016,05/03/2017,40.838745,-73.92234
F,Manhattan,05/19/2016,06/14/2017,40.867653,-73.92
F,Manhattan,05/19/2016,05/19/2018,40.739022,-73.98205
M,Manhattan,05/19/2016,05/19/2017,40.739022,-73.98205
F,Manhattan,05/19/2016,06/28/2017,40.741012,-74.00012
F,Staten Island,05/19/2016,05/19/2017,40.508274,-74.24387
F,Staten Island,05/19/2016,05/19/2017,40.60787,-74.08991
M,Staten Island,05/19/2016,05/19/2017,40.606337,-74.14513
M,Manhattan,05/19/2016,06/14/2017,40.750742,-73.99653
F,Manhattan,05/19/2016,04/19/2017,40.786387,-73.97709
M,Manhattan,05/19/2016,05/19/2017,40.74618,-73.97759
F,Staten Island,05/19/2016,05/30/2017,40.599021,-74.07503
F,Manhattan,05/19/2016,05/19/2017,40.798502,-73.96811
M,Staten Island,05/19/2016,04/19/2021,40.606337,-74.14513
M,Staten Island,05/19/2016,06/29/2017,40.543117,-74.17628
M,Manhattan,05/19/2016,04/22/2017,40.759511,-73.99019
M,Manhattan,05/19/2016,05/19/2017,40.734718,-74.00532
M,Manhattan,05/19/2016,05/01/2017,40.759015,-73.96732
F,Staten Island,05/19/2016,03/08/2017,40.631775,-74.09432
F,Staten Island,05/19/2016,06/08/2017,40.606337,-74.14513
M,Staten Island,05/19/2016,07/15/2017,40.569394,-74.11785
F,Manhattan,05/19/2016,06/01/2017,40.74618,-73.97759
F,Manhattan,05/19/2016,06/12/2017,40.739022,-73.98205
M,Staten Island,05/19/2016,06/29/2017,40.543117,-74.17628
M,Manhattan,05/19/2016,05/19/2017,40.727093,-73.97864
F,Manhattan,05/19/2016,05/23/2017,40.818151,-73.94351
F,Staten Island,05/19/2016,05/19/2017,40.60787,-74.08991
M,Manhattan,05/19/2016,05/19/2018,40.798502,-73.96811
F,Manhattan,05/19/2016,04/30/2017,40.802395,-73.93359
M,Staten Island,05/19/2016,05/19/2017,40.606337,-74.14513
F,Manhattan,05/19/2016,03/29/2017,40.727093,-73.97864
F,Manhattan,05/19/2016,06/09/2017,40.781894,-73.95039
F,Manhattan,05/19/2016,04/19/2017,40.826201,-73.94879
F,Manhattan,05/19/2016,05/19/2017,40.72596,-73.99834
M,Staten Island,05/19/2016,05/24/2017,40.606337,-74.14513
F,Manhattan,05/19/2016,06/23/2017,40.727093,-73.97864
M,Manhattan,05/19/2016,05/28/2017,40.741012,-74.00012
M,Manhattan,05/19/2016,05/19/2021,40.734718,-74.00532
M,Manhattan,05/19/2016,04/30/2017,40.76842,-73.96045
M,Staten Island,05/19/2016,06/07/2017,40.543117,-74.17628
M,Staten Island,05/19/2016,05/19/2017,40.606337,-74.14513
M,Staten Island,05/19/2016,05/19/2017,40.606337,-74.14513
M,Staten Island,05/19/2016,05/19/2017,40.543117,-74.17628
M,Staten Island,05/19/2016,05/19/2017,40.63212,-74.11551
M,Staten Island,05/19/2016,05/19/2017,40.569394,-74.11785
M,Staten Island,05/19/2016,05/19/2017,40.543117,-74.17628
M,Staten Island,05/19/2016,03/29/2017,40.606337,-74.14513
M,Staten Island,05/19/2016,03/28/2017,40.543117,-74.17628
F,Staten Island,05/19/2016,05/19/2017,40.543117,-74.17628
F,Manhattan,05/19/2016,03/29/2017,40.759015,-73.96732
F,Manhattan,05/19/2016,07/16/2017,40.759015,-73.96732
M,Manhattan,05/19/2016,05/19/2017,40.798502,-73.96811
M,Manhattan,05/19/2016,05/19/2018,40.732509,-73.98935
F,Manhattan,05/19/2016,05/30/2017,40.71704,-73.987
M,Manhattan,05/19/2016,05/19/2017,40.826181,-73.9371
M,Manhattan,05/19/2016,05/19/2018,40.732509,-73.98935
F,Manhattan,05/19/2016,06/16/2017,40.755101,-73.99337
F,Staten Island,05/19/2016,05/19/2017,40.543117,-74.17628
M,Manhattan,05/20/2016,05/20/2017,40.786387,-73.97709
F,Manhattan,05/20/2016,07/03/2017,40.759511,-73.99019
M,Manhattan,05/20/2016,05/02/2017,40.812665,-73.95499
M,Bronx,05/20/2016,05/20/2017,40.838745,-73.92234
M,Manhattan,05/20/2016,05/20/2017,40.776099,-73.98285
F,Staten Island,05/20/2016,06/29/2017,40.63212,-74.11551
F,Manhattan,05/20/2016,05/20/2019,40.759511,-73.99019
M,Staten Island,05/20/2016,04/29/2017,40.599021,-74.07503
F,Manhattan,05/20/2016,05/30/2017,40.798502,-73.96811
M,Manhattan,05/20/2016,06/27/2017,40.739022,-73.98205
M,Staten Island,05/20/2016,04/19/2017,40.543117,-74.17628
F,Manhattan,05/20/2016,06/16/2017,40.798502,-73.96811
M,Staten Island,05/20/2016,05/20/2021,40.529749,-74.21304
M,Staten Island,05/20/2016,05/31/2017,40.543117,-74.17628
M,Manhattan,05/20/2016,06/21/2017,40.765714,-73.9856
M,Manhattan,05/20/2016,05/20/2021,40.732509,-73.98935
M,Manhattan,05/20/2016,05/20/2017,40.732509,-73.98935
F,Manhattan,05/20/2016,06/15/2017,40.714754,-74.00721
M,Manhattan,05/20/2016,03/26/2017,40.776777,-73.9541
M,Manhattan,05/20/2016,05/20/2017,40.786387,-73.97709
M,Manhattan,05/20/2016,05/20/2017,40.755101,-73.99337
M,Manhattan,05/20/2016,07/07/2017,40.765714,-73.9856
M,Manhattan,05/20/2016,07/29/2016,40.786387,-73.97709
M,Manhattan,05/20/2016,07/11/2017,40.752159,-73.97231
F,Manhattan,05/20/2016,05/20/2017,40.802395,-73.93359
F,Staten Island,05/20/2016,04/29/2017,40.599021,-74.07503
M,Manhattan,05/20/2016,05/23/2017,40.74618,-73.97759
F,Manhattan,05/20/2016,05/20/2017,40.765714,-73.9856
F,Manhattan,05/20/2016,02/23/2017,40.732509,-73.98935
F,Manhattan,05/20/2016,07/15/2018,40.776099,-73.98285
M,Manhattan,05/20/2016,05/23/2017,40.74618,-73.97759
M,Staten Island,05/20/2016,05/04/2017,40.606337,-74.14513
F,Manhattan,05/20/2016,05/20/2017,40.791586,-73.94575
F,Manhattan,05/20/2016,05/20/2017,40.762174,-73.94917
F,Staten Island,05/20/2016,05/20/2017,40.629448,-74.16239
M,Manhattan,05/20/2016,04/16/2017,40.759511,-73.99019
F,Manhattan,05/20/2016,06/26/2017,40.867653,-73.92
F,Manhattan,05/20/2016,07/13/2018,40.840686,-73.94154
F,Manhattan,05/20/2016,06/29/2017,40.781894,-73.95039
M,Staten Island,05/20/2016,06/29/2017,40.543117,-74.17628
F,Staten Island,05/20/2016,06/29/2017,40.569394,-74.11785
F,Manhattan,05/20/2016,05/20/2017,40.858704,-73.92853
F,Manhattan,05/20/2016,05/31/2018,40.798502,-73.96811
M,Manhattan,05/20/2016,06/13/2021,40.741012,-74.00012
M,Manhattan,05/20/2016,07/01/2017,40.732509,-73.98935
F,Manhattan,05/20/2016,07/12/2017,40.71704,-73.987
F,Staten Island,05/20/2016,03/29/2017,40.569394,-74.11785
F,Staten Island,05/20/2016,07/31/2017,40.543117,-74.17628
M,Manhattan,05/20/2016,08/17/2018,40.727093,-73.97864
M,Staten Island,05/20/2016,05/20/2019,40.606337,-74.14513
M,Manhattan,05/20/2016,06/03/2017,40.71704,-73.987
F,Staten Island,05/20/2016,06/30/2017,40.606337,-74.14513
M,Manhattan,05/20/2016,06/17/2017,40.826181,-73.9371
F,Manhattan,05/20/2016,05/20/2017,40.732509,-73.98935
M,Manhattan,05/20/2016,06/29/2017,40.786387,-73.97709
F,Manhattan,05/20/2016,06/13/2017,40.76842,-73.96045
M,Manhattan,05/20/2016,06/12/2017,40.734718,-74.00532
M,Manhattan,05/20/2016,05/20/2017,40.720666,-74.00526
M,Manhattan,05/20/2016,05/20/2017,40.739022,-73.98205
F,Manhattan,05/20/2016,05/20/2017,40.74618,-73.97759
F,Manhattan,05/20/2016,05/09/2017,40.739022,-73.98205
M,Manhattan,05/20/2016,05/20/2019,40.798502,-73.96811
F,Bronx,05/20/2016,05/20/2017,40.819729,-73.9223
F,Manhattan,05/20/2016,05/08/2017,40.798502,-73.96811
F,Bronx,05/20/2016,03/29/2017,40.838745,-73.92234
M,Manhattan,05/20/2016,05/20/2017,40.762174,-73.94917
F,Manhattan,05/20/2016,07/11/2018,40.840686,-73.94154
M,Staten Island,05/20/2016,05/20/2017,40.599021,-74.07503
F,Manhattan,05/20/2016,05/20/2018,40.765714,-73.9856
M,Manhattan,05/20/2016,07/06/2017,40.791586,-73.94575
M,Manhattan,05/20/2016,06/29/2017,40.74618,-73.97759
F,Manhattan,05/20/2016,05/20/2017,40.759015,-73.96732
F,Manhattan,05/20/2016,06/11/2017,40.781894,-73.95039
F,Manhattan,05/20/2016,07/13/2018,40.840686,-73.94154
M,Manhattan,05/20/2016,07/06/2017,40.765714,-73.9856
F,Manhattan,05/20/2016,06/25/2017,40.776099,-73.98285
M,Bronx,05/20/2016,04/13/2017,40.819729,-73.9223
F,Manhattan,05/20/2016,05/20/2017,40.840686,-73.94154
F,Manhattan,05/20/2016,07/13/2017,40.706019,-74.00858
F,Manhattan,05/20/2016,04/24/2017,40.727093,-73.97864
M,Staten Island,05/20/2016,06/29/2017,40.606337,-74.14513
M,Manhattan,05/20/2016,06/08/2017,40.826181,-73.9371
F,Manhattan,05/20/2016,05/20/2019,40.759511,-73.99019
M,Staten Island,05/20/2016,06/17/2017,40.543117,-74.17628
M,Manhattan,05/20/2016,07/07/2017,40.867653,-73.92
M,Manhattan,05/20/2016,05/09/2017,40.739022,-73.98205
M,Manhattan,05/20/2016,05/20/2017,40.791586,-73.94575
F,Manhattan,05/20/2016,05/20/2021,40.76842,-73.96045
F,Manhattan,05/20/2016,05/26/2017,40.74618,-73.97759
F,Manhattan,05/20/2016,06/16/2017,40.840686,-73.94154
M,Manhattan,05/20/2016,06/12/2017,40.786387,-73.97709
M,Manhattan,05/20/2016,05/15/2017,40.786387,-73.97709
M,Staten Island,05/20/2016,11/02/2016,40.508274,-74.24387
F,Manhattan,05/20/2016,05/20/2017,40.858704,-73.92853
F,Manhattan,05/20/2016,05/20/2017,40.732509,-73.98935
F,Staten Island,05/20/2016,06/23/2017,40.543117,-74.17628
M,Staten Island,05/20/2016,07/09/2017,40.606337,-74.14513
F,Manhattan,05/20/2016,01/03/2017,40.727093,-73.97864
M,Staten Island,05/20/2016,03/27/2017,40.629448,-74.16239
F,Manhattan,05/20/2016,05/20/2017,40.74618,-73.97759
F,Manhattan,05/20/2016,03/23/2017,40.734718,-74.00532
F,Manhattan,05/20/2016,06/26/2017,40.759015,-73.96732
F,Manhattan,05/20/2016,06/29/2017,40.732509,-73.98935
M,Manhattan,05/20/2016,05/20/2017,40.759015,-73.96732
M,Manhattan,05/20/2016,05/20/2017,40.848764,-73.93496
F,Staten Island,05/20/2016,11/04/2016,40.543117,-74.17628
F,Staten Island,05/20/2016,05/30/2017,40.599021,-74.07503
M,Manhattan,05/20/2016,04/29/2017,40.750742,-73.99653
F,Manhattan,05/20/2016,06/08/2017,40.798502,-73.96811
M,Manhattan,05/20/2016,07/10/2017,40.76842,-73.96045
M,Manhattan,05/20/2016,05/20/2017,40.802853,-73.95471
M,Staten Island,05/20/2016,05/20/2017,40.543117,-74.17628
M,Manhattan,05/20/2016,05/31/2018,40.798502,-73.96811
M,Manhattan,05/20/2016,05/20/2017,40.765714,-73.9856
M,Manhattan,05/20/2016,05/20/2017,40.734718,-74.00532
F,Manhattan,05/21/2016,05/21/2017,40.727093,-73.97864
M,Manhattan,05/21/2016,08/04/2016,40.741012,-74.00012
M,Manhattan,05/21/2016,05/21/2017,40.858704,-73.92853
F,Staten Island,05/21/2016,05/21/2017,40.599021,-74.07503
M,Manhattan,05/21/2016,05/21/2017,40.786387,-73.97709
F,Manhattan,05/21/2016,10/10/2017,40.72596,-73.99834
F,Manhattan,05/21/2016,05/21/2017,40.755101,-73.99337
M,Manhattan,05/21/2016,05/21/2021,40.848764,-73.93496
M,Manhattan,05/21/2016,07/05/2017,40.826181,-73.9371
F,Manhattan,05/21/2016,05/21/2017,40.791586,-73.94575
F,Manhattan,05/21/2016,08/04/2016,40.741012,-74.00012
F,Manhattan,05/21/2016,05/21/2017,40.759511,-73.99019
F,Manhattan,05/21/2016,05/21/2017,40.759511,-73.99019
F,Manhattan,05/21/2016,05/21/2017,40.755101,-73.99337
M,Manhattan,05/21/2016,05/21/2017,40.867653,-73.92
F,Manhattan,05/21/2016,05/21/2018,40.791586,-73.94575
F,Manhattan,05/21/2016,06/18/2017,40.734718,-74.00532
M,Staten Island,05/21/2016,07/07/2017,40.631775,-74.09432
M,Manhattan,05/21/2016,06/29/2017,40.741012,-74.00012
F,Manhattan,05/21/2016,05/21/2017,40.802853,-73.95471
F,Staten Island,05/21/2016,04/14/2017,40.569394,-74.11785
M,Bronx,05/21/2016,05/21/2017,40.819729,-73.9223
M,Bronx,05/21/2016,05/06/2018,40.838745,-73.92234
M,Manhattan,05/21/2016,07/13/2017,40.727093,-73.97864
M,Manhattan,05/21/2016,05/21/2017,40.741012,-74.00012
F,Manhattan,05/21/2016,05/21/2017,40.732509,-73.98935
F,Manhattan,05/21/2016,05/21/2017,40.741012,-74.00012
F,Manhattan,05/21/2016,05/21/2017,40.848764,-73.93496
F,Manhattan,05/21/2016,05/21/2017,40.765714,-73.9856
M,Manhattan,05/21/2016,05/21/2017,40.798502,-73.96811
F,Manhattan,05/21/2016,05/21/2017,40.798502,-73.96811
F,Manhattan,05/21/2016,05/21/2019,40.74618,-73.97759
F,Manhattan,05/21/2016,05/21/2021,40.759511,-73.99019
M,Manhattan,05/21/2016,05/21/2017,40.775477,-73.9905
F,Manhattan,05/21/2016,03/19/2018,40.739022,-73.98205
M,Manhattan,05/21/2016,07/10/2017,40.74618,-73.97759
M,Staten Island,05/21/2016,05/21/2017,40.599021,-74.07503
M,Manhattan,05/21/2016,05/21/2017,40.776099,-73.98285
M,Manhattan,05/21/2016,10/10/2017,40.72596,-73.99834
M,Manhattan,05/21/2016,05/21/2017,40.741012,-74.00012
M,Staten Island,05/21/2016,07/24/2017,40.606337,-74.14513
M,Manhattan,05/21/2016,05/21/2017,40.776777,-73.9541
M,Manhattan,05/21/2016,04/25/2017,40.798502,-73.96811
F,Manhattan,05/21/2016,05/21/2018,40.791586,-73.94575
M,Manhattan,05/21/2016,05/21/2018,40.791586,-73.94575
M,Staten Island,05/21/2016,05/21/2017,40.60787,-74.08991
M,Manhattan,05/21/2016,05/21/2018,40.826201,-73.94879
M,Bronx,05/21/2016,05/21/2017,40.805968,-73.91628
M,Manhattan,05/21/2016,03/31/2017,40.858704,-73.92853
M,Manhattan,05/21/2016,05/21/2017,40.732509,-73.98935
M,Manhattan,05/21/2016,05/21/2017,40.727093,-73.97864
M,Staten Island,05/21/2016,05/21/2017,40.60787,-74.08991
F,Bronx,05/21/2016,12/03/2019,40.838745,-73.92234
F,Manhattan,05/21/2016,05/21/2017,40.867653,-73.92
F,Manhattan,05/21/2016,05/21/2017,40.709677,-74.00365
F,Manhattan,05/21/2016,05/21/2017,40.709677,-74.00365
F,Manhattan,05/21/2016,05/21/2017,40.791586,-73.94575
M,Manhattan,05/21/2016,05/21/2018,40.812665,-73.95499
M,Manhattan,05/21/2016,06/29/2017,40.781894,-73.95039
F,Manhattan,05/21/2016,05/21/2017,40.727093,-73.97864
M,Manhattan,05/21/2016,05/18/2017,40.798502,-73.96811
F,Staten Island,05/21/2016,05/21/2017,40.569394,-74.11785
M,Manhattan,05/21/2016,05/21/2017,40.750742,-73.99653
M,Staten Island,05/21/2016,05/21/2018,40.599021,-74.07503
F,Staten Island,05/21/2016,05/31/2017,40.599021,-74.07503
M,Manhattan,05/21/2016,05/21/2017,40.741012,-74.00012
M,Bronx,05/21/2016,05/21/2017,40.838745,-73.92234
M,Manhattan,05/21/2016,05/21/2017,40.765714,-73.9856
F,Bronx,05/21/2016,05/21/2017,40.853017,-73.91214
F,Manhattan,05/21/2016,05/21/2017,40.741012,-74.00012
M,Manhattan,05/21/2016,05/20/2017,40.741012,-74.00012
F,Staten Island,05/21/2016,05/21/2017,40.569394,-74.11785
M,Manhattan,05/21/2016,05/21/2017,40.759511,-73.99019
F,Manhattan,05/21/2016,05/21/2017,40.741012,-74.00012
M,Manhattan,05/21/2016,02/24/2017,40.71704,-73.987
F,Manhattan,05/21/2016,05/21/2017,40.727093,-73.97864
M,Manhattan,05/21/2016,06/29/2017,40.791586,-73.94575
F,Manhattan,05/21/2016,10/10/2017,40.72596,-73.99834
M,Manhattan,05/21/2016,05/21/2017,40.781894,-73.95039
M,Manhattan,05/22/2016,06/14/2016,40.727093,-73.97864
M,Staten Island,05/22/2016,05/22/2017,40.631775,-74.09432
F,Manhattan,05/22/2016,05/22/2017,40.727093,-73.97864
M,Staten Island,05/22/2016,07/15/2017,40.63212,-74.11551
F,Manhattan,05/22/2016,06/13/2017,40.791586,-73.94575
M,Staten Island,05/22/2016,05/22/2017,40.631127,-74.13715
F,Manhattan,05/22/2016,05/22/2017,40.765714,-73.9856
M,Manhattan,05/22/2016,09/09/2016,40.802853,-73.95471
F,Staten Island,05/22/2016,06/29/2017,40.543117,-74.17628
F,Manhattan,05/22/2016,05/30/2017,40.741012,-74.00012
M,Staten Island,05/22/2016,06/26/2017,40.606337,-74.14513
M,Manhattan,05/22/2016,05/22/2017,40.826201,-73.94879
F,Manhattan,05/22/2016,05/21/2017,40.714754,-74.00721
M,Manhattan,05/22/2016,06/13/2017,40.791586,-73.94575
M,Manhattan,05/22/2016,05/22/2017,40.798502,-73.96811
M,Manhattan,05/22/2016,05/22/2017,40.813385,-73.93616
M,Manhattan,05/22/2016,07/15/2017,40.781894,-73.95039
M,Manhattan,05/22/2016,05/22/2017,40.714754,-74.00721
F,Manhattan,05/22/2016,05/22/2017,40.826201,-73.94879
F,Manhattan,05/22/2016,03/01/2017,40.798502,-73.96811
F,Manhattan,05/22/2016,07/19/2017,40.848764,-73.93496
F,Manhattan,05/22/2016,05/22/2017,40.781894,-73.95039
M,Manhattan,05/22/2016,06/28/2018,40.765714,-73.9856
F,Staten Island,05/22/2016,05/22/2017,40.606337,-74.14513
F,Manhattan,05/22/2016,05/22/2017,40.776099,-73.98285
F,Staten Island,05/22/2016,05/22/2017,40.631775,-74.09432
F,Manhattan,05/22/2016,05/22/2017,40.781894,-73.95039
F,Manhattan,05/22/2016,05/22/2017,40.734718,-74.00532
F,Manhattan,05/22/2016,05/20/2017,40.776099,-73.98285
M,Manhattan,05/22/2016,05/22/2017,40.802853,-73.95471
M,Staten Island,05/22/2016,05/22/2017,40.631775,-74.09432
F,Manhattan,05/22/2016,06/30/2017,40.750742,-73.99653
M,Manhattan,05/22/2016,07/18/2017,40.71704,-73.987
F,Manhattan,05/22/2016,05/22/2017,40.727093,-73.97864
M,Staten Island,05/22/2016,06/18/2017,40.606337,-74.14513
M,Manhattan,05/22/2016,06/15/2018,40.798502,-73.96811
M,Manhattan,05/22/2016,05/22/2017,40.798502,-73.96811
M,Manhattan,05/22/2016,06/29/2017,40.734718,-74.00532
M,Staten Island,05/22/2016,05/22/2017,40.529749,-74.21304
M,Manhattan,05/22/2016,05/22/2017,40.812665,-73.95499
F,Manhattan,05/22/2016,06/16/2017,40.776099,-73.98285
F,Manhattan,05/22/2016,04/28/2017,40.74618,-73.97759
M,Manhattan,05/22/2016,07/12/2017,40.791586,-73.94575
F,Manhattan,05/22/2016,03/26/2017,40.74618,-73.97759
M,Manhattan,05/22/2016,06/27/2017,40.786387,-73.97709
M,Staten Island,05/22/2016,05/22/2017,40.543117,-74.17628
F,Manhattan,05/22/2016,05/22/2017,40.781894,-73.95039
F,Manhattan,05/22/2016,07/17/2017,40.786387,-73.97709
F,Manhattan,05/22/2016,05/22/2017,40.776099,-73.98285
F,Manhattan,05/22/2016,05/22/2017,40.714754,-74.00721
F,Manhattan,05/22/2016,05/22/2017,40.840686,-73.94154
M,Bronx,05/22/2016,07/06/2017,40.838745,-73.92234
M,Manhattan,05/22/2016,06/29/2017,40.776099,-73.98285
F,Manhattan,05/22/2016,05/27/2017,40.786387,-73.97709
M,Manhattan,05/22/2016,05/22/2017,40.781894,-73.95039
M,Manhattan,05/22/2016,05/22/2017,40.786387,-73.97709
M,Manhattan,05/22/2016,05/22/2017,40.776777,-73.9541
F,Manhattan,05/22/2016,03/13/2017,40.798502,-73.96811
M,Manhattan,05/22/2016,04/28/2017,40.706019,-74.00858
